predicted_labels	true_labels	lil_interpretations	gil_interpretations
1	1	[('comendadora', 0.011397957801818848), ('jorge', 0.011397898197174072), ('das', 0.011397898197174072), ('artes', 0.011397898197174072), ('e', 0.011397898197174072)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('descentes', 0.011474907398223877), ('donos', 0.011474847793579102), ('do', 0.011474788188934326), ('negócio', 0.011474788188934326), ('até', 0.011474788188934326)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('janice', 0.011351525783538818), ('feministas', 0.011351406574249268), ('tais', 0.011351406574249268), ('mary', 0.011351406574249268), ('adams', 0.011351406574249268)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('história', 0.01113218069076538), ('desenhadas', 0.011132121086120605), ('de', 0.01113206148147583), ('bandas', 0.01113206148147583), ('dos', 0.01113206148147583)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('projetado', 0.011196911334991455), ('em', 0.01119685173034668), ('começou', 0.01119685173034668), ('mafra', 0.01119685173034668), ('reino', 0.01119685173034668)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('torácica', 0.011376559734344482), ('e', 0.011376500129699707), ('em', 0.011376500129699707), ('abdominal', 0.011376440525054932), ('os', 0.011376440525054932)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('fios', 0.01133817434310913), ('caídos', 0.01133817434310913), ('das', 0.01133817434310913), ('cheias', 0.011338114738464355), ('os', 0.01133805513381958)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('magazine', 0.011440157890319824), ('nomeoua', 0.011440098285675049), ('do', 0.011440098285675049), ('álbum', 0.011440098285675049), ('de', 0.011440038681030273)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('uma', 0.0112992525100708), ('lã', 0.011299192905426025), ('à', 0.011299192905426025), ('é', 0.01129913330078125), ('com', 0.01129913330078125)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('the', 0.011364102363586426), ('cary', 0.011364102363586426), ('mark', 0.011364102363586426), ('wind', 0.01136404275894165), ('escrito', 0.01136404275894165)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('um', 0.011273562908172607), ('sob', 0.011273562908172607), ('tem', 0.011273443698883057), ('bateria', 0.011273443698883057), ('o', 0.011273384094238281)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('humières', 0.011312544345855713), ('e', 0.011312544345855713), ('castelo', 0.011312484741210938), ('fecharam', 0.011312425136566162), ('o', 0.011312425136566162)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('paulo', 0.011248409748077393), ('em', 0.011248409748077393), ('vasco', 0.011248409748077393), ('na', 0.011248409748077393), ('estaduais', 0.011248350143432617)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('convidada', 0.011055529117584229), ('ravin', 0.011055171489715576), ('vestido', 0.011055171489715576), ('escolha', 0.011055171489715576), ('era', 0.0110551118850708)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('o', 0.011466383934020996), ('sage', 0.011466383934020996), ('de', 0.01146632432937622), ('com', 0.01146632432937622), ('ator', 0.01146632432937622)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('tráfego', 0.011028945446014404), ('realizadas', 0.011028945446014404), ('a', 0.011028945446014404), ('fabricação', 0.011028945446014404), ('o', 0.011028945446014404)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('amarela', 0.011351287364959717), ('são', 0.011351227760314941), ('e', 0.011351168155670166), ('um', 0.011351168155670166), ('toque', 0.011351168155670166)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('prometeu', 0.011247992515563965), ('recusava', 0.01124793291091919), ('resultado', 0.01124793291091919), ('com', 0.011247873306274414), ('o', 0.011247873306274414)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('com', 0.011094331741333008), ('antes', 0.011094331741333008), ('ela', 0.011094331741333008), ('está', 0.011094212532043457), ('que', 0.011094212532043457)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('anunciou', 0.011143088340759277), ('para', 0.011143088340759277), ('chamada', 0.011143028736114502), ('pretendia', 0.011142969131469727), ('academia', 0.011142969131469727)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('afluxo', 0.011175453662872314), ('os', 0.011175453662872314), ('o', 0.011175394058227539), ('rendimentos', 0.011175394058227539), ('a', 0.011175394058227539)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('unidades', 0.011126577854156494), ('utilização', 0.011126518249511719), ('que', 0.011126518249511719), ('compartimentos', 0.011126458644866943), ('gelo', 0.011126458644866943)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('de', 0.011337757110595703), ('no', 0.011337697505950928), ('aos', 0.011337697505950928), ('do', 0.011337697505950928), ('paleolítico', 0.011337697505950928)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('ao', 0.011094212532043457), ('a', 0.011094212532043457), ('do', 0.011094152927398682), ('frequentemente', 0.011094093322753906), ('os', 0.011094093322753906)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('albany', 0.011274278163909912), ('seja', 0.011273443698883057), ('duque', 0.011273443698883057), ('york', 0.011273443698883057), ('na', 0.011273443698883057)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('originado', 0.011061668395996094), ('de', 0.011061608791351318), ('provavelmente', 0.011061608791351318), ('com', 0.011061608791351318), ('e', 0.011061549186706543)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('prisão', 0.011110365390777588), ('são', 0.011110365390777588), ('conjunto', 0.011110365390777588), ('durante', 0.011110305786132812), ('na', 0.011110246181488037)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('movida', 0.011289596557617188), ('canoa', 0.011289358139038086), ('era', 0.011289358139038086), ('feita', 0.011289358139038086), ('grande', 0.011289358139038086)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('na', 0.01127314567565918), ('costumam', 0.011273086071014404), ('apresentar', 0.011273086071014404), ('parte', 0.011273086071014404), ('totalidade', 0.011273086071014404)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('exceção', 0.011338531970977783), ('negligência', 0.011338531970977783), ('geral', 0.011338531970977783), ('a', 0.011338531970977783), ('rainha', 0.011338531970977783)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('de', 0.011224687099456787), ('wright', 0.011224687099456787), ('um', 0.011224687099456787), ('dedicou', 0.011224687099456787), ('believe', 0.011224687099456787)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('casar', 0.01102900505065918), ('nachan', 0.011028945446014404), ('chan', 0.011028945446014404), ('quem', 0.011028945446014404), ('foi', 0.011028885841369629)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('e', 0.011175572872161865), ('adotar', 0.01117551326751709), ('o', 0.01117551326751709), ('pensamento', 0.011175453662872314), ('tais', 0.011175453662872314)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('foram', 0.011450648307800293), ('monitores', 0.011450648307800293), ('de', 0.011450648307800293), ('usadas', 0.011450588703155518), ('para', 0.011450529098510742)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('um', 0.011282026767730713), ('partes', 0.011281967163085938), ('césio', 0.011281907558441162), ('é', 0.011281907558441162), ('raro', 0.011281907558441162)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('antes', 0.011123716831207275), ('instalação', 0.011123716831207275), ('cidades', 0.011123716831207275), ('fim', 0.011123716831207275), ('tornou', 0.011123716831207275)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('o', 0.011360764503479004), ('mundo', 0.011360764503479004), ('toneladas', 0.011360704898834229), ('é', 0.011360645294189453), ('maior', 0.011360645294189453)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('erva', 0.01143789291381836), ('a', 0.011437833309173584), ('pode', 0.011437833309173584), ('do', 0.011437773704528809), ('anterior', 0.011437773704528809)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('do', 0.011360585689544678), ('sua', 0.011360585689544678), ('orel', 0.011360526084899902), ('wall', 0.011360526084899902), ('street', 0.011360526084899902)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('ela', 0.011029064655303955), ('roda', 0.01102900505065918), ('fofa', 0.01102900505065918), ('cinto', 0.01102900505065918), ('episódio', 0.011028945446014404)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('uma', 0.01128232479095459), ('pode', 0.01128232479095459), ('dentro', 0.011282205581665039), ('de', 0.011282205581665039), ('ou', 0.011282205581665039)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('museus', 0.011249899864196777), ('hospitais', 0.011249899864196777), ('ferramentas', 0.011249899864196777), ('permitem', 0.011249899864196777), ('trajetos', 0.011249899864196777)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('foi', 0.011234402656555176), ('e', 0.011234402656555176), ('para', 0.011234402656555176), ('de', 0.011234402656555176), ('a', 0.0112343430519104)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('a', 0.011203110218048096), ('têm', 0.011203110218048096), ('de', 0.011203110218048096), ('ligados', 0.01120305061340332), ('um', 0.01120305061340332)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('ògì', 0.011424064636230469), ('acarajé', 0.011424064636230469), ('é', 0.011423945426940918), ('ou', 0.011423945426940918), ('acompanhado', 0.011423885822296143)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('história', 0.011298060417175293), ('sinónimos', 0.011298060417175293), ('mais', 0.011298000812530518), ('tem', 0.011298000812530518), ('e', 0.011298000812530518)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('coração', 0.011155307292938232), ('segunda', 0.011155307292938232), ('robert', 0.011155247688293457), ('kimbrough', 0.011155247688293457), ('disse', 0.011155247688293457)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('em', 0.01109236478805542), ('sobre', 0.01109236478805542), ('divide', 0.011092305183410645), ('duas', 0.011092305183410645), ('fases', 0.011092305183410645)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('pretendeu', 0.011329054832458496), ('é', 0.011329054832458496), ('da', 0.011329054832458496), ('natureza', 0.011329054832458496), ('que', 0.01132899522781372)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('de', 0.011282265186309814), ('recebendo', 0.011282265186309814), ('o', 0.011282205581665039), ('da', 0.011282205581665039), ('espanha', 0.011282205581665039)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('foi', 0.011280357837677002), ('vivido', 0.011280298233032227), ('com', 0.011280298233032227), ('as', 0.011280298233032227), ('sua', 0.011280298233032227)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('jogadores', 0.011196732521057129), ('aposentaram', 0.011196672916412354), ('sem', 0.011196672916412354), ('no', 0.011196613311767578), ('vitoriosa', 0.011196613311767578)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('company', 0.011230230331420898), ('morte', 0.011230230331420898), ('fabricante', 0.011230170726776123), ('glasgow', 0.011230170726776123), ('era', 0.011230170726776123)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('um', 0.011347651481628418), ('em', 0.011347532272338867), ('uma', 0.011347532272338867), ('civil', 0.011347472667694092), ('se', 0.011347413063049316)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('fundo', 0.011313915252685547), ('localização', 0.011313855648040771), ('instalar', 0.011313796043395996), ('barco', 0.011313796043395996), ('nesta', 0.011313796043395996)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('foi', 0.01129758358001709), ('na', 0.01129758358001709), ('a', 0.011297464370727539), ('sh', 0.011297464370727539), ('com', 0.011297464370727539)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('atropelamentos', 0.011446595191955566), ('maior', 0.011446535587310791), ('parte', 0.011446475982666016), ('à', 0.011446475982666016), ('dos', 0.01144641637802124)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('em', 0.011347413063049316), ('de', 0.011347293853759766), ('do', 0.011347293853759766), ('séculos', 0.01134723424911499), ('cassel', 0.011347174644470215)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('são', 0.011297464370727539), ('para', 0.011297404766082764), ('reduzir', 0.011297404766082764), ('embora', 0.011297404766082764), ('isso', 0.011297404766082764)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('distritos', 0.01102900505065918), ('da', 0.01102900505065918), ('grande', 0.011028945446014404), ('rodoviário', 0.011028945446014404), ('está', 0.011028885841369629)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('termelétricas', 0.01128077507019043), ('carvão', 0.01128077507019043), ('seis', 0.011280715465545654), ('suas', 0.011280715465545654), ('estava', 0.011280655860900879)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('inclusive', 0.01119697093963623), ('gold', 0.011196911334991455), ('inglaterra', 0.01119685173034668), ('o', 0.01119685173034668), ('foram', 0.011196792125701904)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('também', 0.011280179023742676), ('quente', 0.0112801194190979), ('nos', 0.0112801194190979), ('estados', 0.0112801194190979), ('do', 0.0112801194190979)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('pai', 0.011280655860900879), ('york', 0.011280536651611328), ('um', 0.011280477046966553), ('lou', 0.011280477046966553), ('frequentaria', 0.011280477046966553)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('a', 0.011180222034454346), ('mais', 0.011180102825164795), ('olho', 0.011180102825164795), ('óculos', 0.011180102825164795), ('monitores', 0.01118004322052002)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('têm', 0.011297523975372314), ('proporções', 0.011297523975372314), ('ecrãs', 0.011297345161437988), ('de', 0.011297345161437988), ('smartphones', 0.011297345161437988)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('de', 0.011203944683074951), ('não', 0.011203885078430176), ('definido', 0.011203885078430176), ('a', 0.011203885078430176), ('regulamentação', 0.0112038254737854)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('em', 0.011233389377593994), ('fechado', 0.011233270168304443), ('refinaria', 0.011233270168304443), ('o', 0.011233210563659668), ('mosteiro', 0.011233210563659668)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('curso', 0.01111668348312378), ('de', 0.01111668348312378), ('sido', 0.01111668348312378), ('selecionado', 0.01111668348312378), ('embarcou', 0.011116623878479004)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('londres', 0.011189520359039307), ('ruth', 0.011189460754394531), ('citou', 0.011189460754394531), ('se', 0.011189401149749756), ('seu', 0.011189401149749756)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('independente', 0.011262714862823486), ('no', 0.011262595653533936), ('a', 0.01126253604888916), ('um', 0.01126253604888916), ('pertencia', 0.011262476444244385)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('la', 0.011320292949676514), ('e', 0.011320292949676514), ('daí', 0.011320292949676514), ('chile', 0.011320292949676514), ('espalhouse', 0.011320233345031738)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('é', 0.011320054531097412), ('que', 0.011319994926452637), ('outro', 0.011319994926452637), ('a', 0.011319994926452637), ('as', 0.011319935321807861)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	0	[('de', 0.01139223575592041), ('tem', 0.01139211654663086), ('uma', 0.01139211654663086), ('para', 0.01139211654663086), ('e', 0.01139211654663086)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
1	1	[('e', 0.01146465539932251), ('o', 0.011464595794677734), ('eram', 0.011464536190032959), ('semihistóricas', 0.011464536190032959), ('seu', 0.011464476585388184)]	['ão de estacionamento', 'o informação e documentação', '₂ sio', '₂ sio', 'a um valor suficientemente elevado']
